municipio_distrito,fecha_informe,tasa_inc_acum_ult_14dias,tasa_inc_acum_total,casos_confirmados_totales
Madrid-Salamanca,2020-11-24,313.475332639763,4900.61873733779,7160.0
Madrid-Centro,2020-11-24,243.23682961556702,5175.45681063123,6979.0
Madrid-Arganzuela,2020-11-24,220.411825517058,4889.371468696971,7520.0
Madrid-Chamartín,2020-11-24,272.199329443466,4647.95781938855,6779.0
Madrid-Tetuán,2020-11-24,236.041588882631,5375.79972535644,8495.0
Madrid-Chamberí,2020-11-24,327.88296658750596,4972.05461367925,6930.0
Madrid-Fuencarral-El Pardo,2020-11-24,284.623422881284,4433.21311382091,10903.0
Madrid-Moncloa-Aravaca,2020-11-24,337.46723720681,5121.46308376389,6116.0
Madrid-Latina,2020-11-24,224.58420438422002,5493.707444441649,13087.0
Madrid-Carabanchel,2020-11-24,261.162628062537,6435.82155599192,16289.0
Madrid-Usera,2020-11-24,226.132631081787,6936.403775556209,9693.0
Madrid-Puente de Vallecas,2020-11-24,285.279978880766,8191.367512997271,19238.0
Madrid-San Blas - Canillejas,2020-11-24,259.26066446611304,5063.803417182029,8008.0
Madrid-Barajas,2020-11-24,243.13004392685698,4178.15915823884,2045.0
Madrid-Moratalaz,2020-11-24,255.895104155652,5706.883789785339,5397.0
Madrid-Ciudad Lineal,2020-11-24,279.724806273233,5576.001923397021,12060.0
Madrid-Hortaleza,2020-11-24,295.982187930091,4293.60157715464,8080.0
Madrid-Villaverde,2020-11-24,263.182629946424,6807.16501282344,10139.0
Madrid-Villa de Vallecas,2020-11-24,241.924523173107,5666.65156526073,6254.0
Madrid-Vicálvaro,2020-11-24,264.942919365802,5455.60472180993,3933.0
Pozuelo de Alarcón,2020-11-24,254.564809886372,4240.81831015251,3665.0
Alcorcón,2020-11-24,228.133760277748,4610.17863635831,7861.0
Navalcarnero,2020-11-24,259.403372243839,3478.05310942726,1019.0
San Agustín del Guadalix,2020-11-24,216.757605202183,4776.1417146274,639.0
Las Rozas de Madrid,2020-11-24,252.572692925877,3687.3525789550604,3533.0
Moraleja de Enmedio,2020-11-24,330.996884735203,5880.06230529595,302.0
Valdaracete,2020-11-24,0.0,7553.36617405583,46.0
Pozuelo del Rey,2020-11-24,0.0,1918.0470793374,22.0
Puebla de la Sierra,2020-11-24,0.0,0.0,
Perales de Tajuña,2020-11-24,170.35775127768298,5281.09028960818,155.0
Valdemorillo,2020-11-24,255.631890078287,3251.31810193322,407.0
Navalafuente,2020-11-24,276.052449965493,3726.70807453416,54.0
Velilla de San Antonio,2020-11-24,220.66034651847,4225.237005557371,517.0
Villanueva de la Cañada,2020-11-24,373.047330380042,3786.43040335743,812.0
Villanueva del Pardillo,2020-11-24,372.526193247963,3585.56461001164,616.0
Nuevo Baztán,2020-11-24,175.270873167623,3744.42319949012,235.0
Villamantilla,2020-11-24,693.9625260235949,3816.7938931297704,55.0
Villamanta,2020-11-24,391.389432485323,3874.7553816047,99.0
Cabanillas de la Sierra,2020-11-24,132.275132275132,5952.38095238095,45.0
Cenicientos,2020-11-24,98.3767830791933,4722.08558780128,96.0
Puentes Viejas,2020-11-24,294.55081001472803,3092.78350515464,21.0
Aranjuez,2020-11-24,216.417534853289,4509.53747043133,2688.0
Cercedilla,2020-11-24,185.027042413891,4995.73014517506,351.0
Santorcaz,2020-11-24,451.467268623025,4288.93905191874,38.0
Coslada,2020-11-24,233.89378038476102,5145.66316846475,4202.0
Morata de Tajuña,2020-11-24,169.20473773265698,6247.55954705193,480.0
Robregordo,2020-11-24,0.0,1724.13793103448,
Navarredonda y San Mamés,2020-11-24,0.0,5426.35658914729,7.0
Venturada,2020-11-24,184.92834026814603,4438.28016643551,96.0
Navacerrada,2020-11-24,235.53162853297403,3701.2113055181703,110.0
Montejo de la Sierra,2020-11-24,566.5722379603401,5099.15014164306,18.0
Fresno de Torote,2020-11-24,90.049527239982,2656.46105357947,59.0
Pinilla del Valle,2020-11-24,0.0,523.5602094240841,
Valdemaqueda,2020-11-24,256.081946222791,3072.9833546735,24.0
Navas del Rey,2020-11-24,102.810143934202,4763.536668951339,139.0
Olmeda de las Fuentes,2020-11-24,0.0,2873.5632183908,10.0
Bustarviejo,2020-11-24,119.85617259288901,1598.08230123851,40.0
Becerril de la Sierra,2020-11-24,105.005250262513,3307.66538326916,189.0
Fuenlabrada,2020-11-24,356.22096024780603,5576.148683531229,10801.0
Garganta de los Montes,2020-11-24,576.368876080692,2305.4755043227697,8.0
Pinto,2020-11-24,213.227734836081,3982.78947568823,2092.0
Alameda del Valle,2020-11-24,0.0,1000.0,
Berzosa del Lozoya,2020-11-24,17073.1707317073,23902.4390243902,49.0
Los Santos de la Humosa,2020-11-24,77.2200772200772,3011.5830115830104,78.0
El Álamo,2020-11-24,411.82682154171096,4223.86483632524,400.0
Pelayos de la Presa,2020-11-24,539.291217257319,4969.18335901387,129.0
Galapagar,2020-11-24,411.94949914053706,5073.79526998992,1712.0
Griñón,2020-11-24,310.107568562845,5707.9174338598705,589.0
Gargantilla del Lozoya y Pinilla de Buitrago,2020-11-24,3164.55696202532,6962.0253164557,22.0
Aldea del Fresno,2020-11-24,317.124735729387,5109.231853417899,145.0
Carabaña,2020-11-24,99.502487562189,5472.636815920399,110.0
Talamanca de Jarama,2020-11-24,285.195747990666,4796.47394347939,185.0
Chapinería,2020-11-24,85.9106529209622,2534.36426116838,59.0
Ciempozuelos,2020-11-24,540.826284970722,4712.91476903058,1159.0
Ajalvir,2020-11-24,127.334465195246,2695.2461799660396,127.0
San Lorenzo de El Escorial,2020-11-24,250.42190647286202,3680.11323425336,676.0
Gascones,2020-11-24,0.0,1036.26943005181,
San Martín de la Vega,2020-11-24,255.607720396453,4126.238914971311,791.0
Móstoles,2020-11-24,312.16536637601297,4706.38289735353,9845.0
Leganés,2020-11-24,247.549523072142,5065.28460294637,9617.0
Braojos,2020-11-24,487.80487804878,6829.268292682929,14.0
Cubas de la Sagra,2020-11-24,530.173085919227,5208.17090285358,334.0
Algete,2020-11-24,291.106690602106,4735.33550046092,976.0
Mejorada del Campo,2020-11-24,300.764801924895,4580.2182693134,1066.0
Loeches,2020-11-24,136.503241951996,3947.2187464452295,347.0
Parla,2020-11-24,271.27970243767504,6223.29470351357,8098.0
Fuentidueña de Tajo,2020-11-24,292.25523623964904,5942.52313687287,122.0
Ambite,2020-11-24,506.756756756757,5574.3243243243205,33.0
Torremocha de Jarama,2020-11-24,196.270853778214,3532.87536800785,36.0
Anchuelo,2020-11-24,550.747442958301,2753.7372147915003,35.0
Los Molinos,2020-11-24,136.705399863295,5445.43176122124,239.0
Soto del Real,2020-11-24,181.83884532333198,2761.6774633481105,243.0
Valverde de Alcalá,2020-11-24,0.0,3870.96774193548,18.0
Fuente el Saz de Jarama,2020-11-24,164.277180406213,5256.869772998811,352.0
Horcajo de la Sierra-Aoslos,2020-11-24,0.0,4137.93103448276,6.0
Valdeolmos-Alalpardo,2020-11-24,145.067698259188,3747.58220502901,155.0
Campo Real,2020-11-24,225.44283413848598,5281.80354267311,328.0
Valdeavero,2020-11-24,128.700128700129,2123.55212355212,33.0
Villamanrique de Tajo,2020-11-24,284.495021337127,3556.1877667140798,25.0
Cobeña,2020-11-24,175.013462574044,4523.4248788368295,336.0
Fresnedillas de la Oliva,2020-11-24,254.452926208651,2926.2086513994896,46.0
Valdilecha,2020-11-24,409.137401977497,6205.25059665871,182.0
El Berrueco,2020-11-24,526.315789473684,7236.842105263159,55.0
Pezuela de las Torres,2020-11-24,0.0,2731.59144893112,23.0
Villar del Olmo,2020-11-24,99.4530084535057,3033.3167578319203,61.0
Guadarrama,2020-11-24,237.025948103792,5258.2335329341295,843.0
San Martín de Valdeiglesias,2020-11-24,425.58222012058195,5201.56046814044,440.0
Torrelodones,2020-11-24,274.06501665472,4106.75886494919,974.0
Boadilla del Monte,2020-11-24,296.866410115448,3217.8852849551,1756.0
Torrejón de Velasco,2020-11-24,479.233226837061,4701.04974897307,206.0
Villanueva de Perales,2020-11-24,191.938579654511,1791.4267434421,28.0
Tielmes,2020-11-24,264.150943396226,7018.867924528299,186.0
San Sebastián de los Reyes,2020-11-24,286.7511985304,4995.74353689681,4460.0
Guadalix de la Sierra,2020-11-24,514.966205342774,4119.7296427422,256.0
Humanes de Madrid,2020-11-24,293.775008863901,5956.541559033579,1176.0
Chinchón,2020-11-24,525.229788032264,4295.6293378353,229.0
Cadalso de los Vidrios,2020-11-24,361.961171437973,2731.16156630471,83.0
Hoyo de Manzanares,2020-11-24,414.986957552763,3474.0336732274104,293.0
Torrejón de la Calzada,2020-11-24,439.58521190261496,4790.35166816952,425.0
Estremera,2020-11-24,238.095238095238,3809.5238095238105,48.0
Corpa,2020-11-24,140.252454417952,2384.29172510519,17.0
Meco,2020-11-24,125.830129325411,3082.8381684725605,441.0
Madarcos,2020-11-24,0.0,8333.33333333333,
Zarzalejo,2020-11-24,0.0,4644.149577804579,77.0
Arganda del Rey,2020-11-24,214.844102619654,4750.04062178411,2631.0
Collado Mediano,2020-11-24,330.554757114113,3276.80367921817,228.0
Daganzo de Arriba,2020-11-24,186.183243508084,3145.5169034786895,321.0
Manzanares El Real,2020-11-24,350.67873303167397,3857.4660633484204,341.0
Buitrago del Lozoya,2020-11-24,265.392781316348,4511.67728237792,85.0
Valdelaguna,2020-11-24,426.89434364994696,3842.04909284952,36.0
Valdepiélagos,2020-11-24,856.164383561644,4452.05479452055,26.0
Casarrubuelos,2020-11-24,449.973530968767,4579.142403388039,173.0
Miraflores de la Sierra,2020-11-24,229.20759659462996,3192.5343811394896,195.0
Paracuellos de Jarama,2020-11-24,142.467054493648,3415.25188966718,863.0
El Vellón,2020-11-24,102.145045965271,4954.03472931563,97.0
Lozoya,2020-11-24,172.117039586919,2753.8726333907102,16.0
Collado Villalba,2020-11-24,406.727492579971,5207.368206159021,3316.0
Colmenarejo,2020-11-24,230.010952902519,3417.3055859802803,312.0
Villavieja del Lozoya,2020-11-24,395.256916996047,4743.08300395257,12.0
Prádena del Rincón,2020-11-24,0.0,854.700854700855,
La Cabrera,2020-11-24,74.9906261717285,4799.40007499063,128.0
Sevilla la Nueva,2020-11-24,354.153251770766,4206.91135436789,392.0
La Acebeda,2020-11-24,0.0,0.0,
Redueña,2020-11-24,0.0,2307.6923076923104,6.0
Robledillo de la Jara,2020-11-24,0.0,11250.0,9.0
La Serna del Monte,2020-11-24,0.0,6172.83950617284,5.0
Colmenar de Oreja,2020-11-24,647.410358565737,4992.52988047809,401.0
Rozas de Puerto Real,2020-11-24,188.679245283019,3962.2641509434,21.0
Valdemanco,2020-11-24,0.0,2297.59299781182,21.0
Brunete,2020-11-24,251.490312965723,3576.7511177347205,384.0
Titulcia,2020-11-24,228.484386900229,2817.97410510282,37.0
Villa del Prado,2020-11-24,368.098159509202,7760.73619631902,506.0
Lozoyuela-Navas-Sieteiglesias,2020-11-24,153.964588144727,3464.20323325635,45.0
Quijorna,2020-11-24,494.32974701948194,4012.7944169816797,138.0
Valdemoro,2020-11-24,236.89509495545101,3562.6390113578004,2707.0
Tres Cantos,2020-11-24,228.406185826244,3271.0280373831797,1561.0
Torrelaguna,2020-11-24,210.084033613445,5567.2268907563,265.0
Rivas-Vaciamadrid,2020-11-24,211.003970504821,4012.47872943846,3537.0
El Atazar,2020-11-24,0.0,1123.59550561798,
Pedrezuela,2020-11-24,220.638153428377,3835.7094365240996,226.0
Santa María de la Alameda,2020-11-24,79.7448165869219,2711.32376395534,34.0
Horcajuelo de la Sierra,2020-11-24,0.0,1162.7906976744198,
Arroyomolinos,2020-11-24,245.25417250605202,3134.15721747993,984.0
Moralzarzal,2020-11-24,437.586365730078,4122.524182404421,537.0
Canencia,2020-11-24,0.0,5816.5548098434,26.0
Villarejo de Salvanés,2020-11-24,149.965916837082,5357.87321063395,393.0
Serranillos del Valle,2020-11-24,216.08643457383,4297.71908763505,179.0
Villaviciosa de Odón,2020-11-24,341.296928327645,3366.26549308425,937.0
Camarma de Esteruelas,2020-11-24,204.471101417666,2508.17884405671,184.0
Robledo de Chavela,2020-11-24,444.964871194379,3208.43091334895,137.0
Patones,2020-11-24,0.0,5175.60073937153,28.0
Navalagamella,2020-11-24,153.25670498084298,4406.13026819923,115.0
Rascafría,2020-11-24,300.480769230769,3305.28846153846,55.0
El Boalo,2020-11-24,386.254661694193,4621.736814065,347.0
Majadahonda,2020-11-24,275.666193300476,5161.08373012558,3707.0
Batres,2020-11-24,178.14726840855099,2494.06175771971,42.0
Alcobendas,2020-11-24,252.904989747095,5827.9220779220805,6821.0
Alcalá de Henares,2020-11-24,159.98037301494,4014.33178804901,7854.0
Colmenar Viejo,2020-11-24,258.11790668348,4918.03278688525,2496.0
San Fernando de Henares,2020-11-24,263.745181578413,4724.589166159461,1863.0
Villalbilla,2020-11-24,266.609021472835,2839.02579622424,394.0
El Escorial,2020-11-24,179.433238460587,3601.03947531246,582.0
Colmenar del Arroyo,2020-11-24,231.884057971015,5855.0724637681205,101.0
Torrejón de Ardoz,2020-11-24,169.741809767385,5195.77396175862,6826.0
Piñuécar-Gandullas,2020-11-24,0.0,2702.7027027026998,5.0
Brea de Tajo,2020-11-24,381.679389312977,8969.465648854959,47.0
El Molar,2020-11-24,111.881852763482,4184.38129335422,374.0
Belmonte de Tajo,2020-11-24,60.09615384615379,2584.1346153846202,43.0
Torres de la Alameda,2020-11-24,77.1307365985345,4100.78416248875,319.0
Somosierra,2020-11-24,1162.7906976744198,3488.37209302326,
Alpedrete,2020-11-24,377.358490566038,4445.96912521441,648.0
Orusco de Tajuña,2020-11-24,160.77170418006398,5707.39549839228,71.0
La Hiruela,2020-11-24,0.0,3508.7719298245597,
Cervera de Buitrago,2020-11-24,0.0,6000.0,9.0
Getafe,2020-11-24,223.586768026001,4683.870123354461,8589.0
Ribatejada,2020-11-24,383.141762452107,2554.2784163473802,20.0
Villaconejos,2020-11-24,914.994096812279,5608.02833530106,190.0
Valdetorres de Jarama,2020-11-24,378.029797642873,2979.7642873026502,134.0
Madrid-Salamanca,2020-01-12,225.866506050485,5019.02754202486,7333.0
Madrid-Centro,2020-01-12,218.764831514001,5319.32249644044,7173.0
Madrid-Arganzuela,2020-01-12,193.104165718484,5017.4573967998,7717.0
Madrid-Chamartín,2020-01-12,226.261407345954,4772.05877311466,6960.0
Madrid-Tetuán,2020-01-12,182.251950665409,5472.62107414743,8648.0
Madrid-Chamberí,2020-01-12,284.117406495957,5121.28799890945,7138.0
Madrid-Fuencarral-El Pardo,2020-01-12,226.478923635536,4550.72192698189,11192.0
Madrid-Moncloa-Aravaca,2020-01-12,270.476222376674,5257.95727648029,6279.0
Madrid-Latina,2020-01-12,176.309095030602,5588.1587453509,13312.0
Madrid-Carabanchel,2020-01-12,165.152766308836,6531.43631543388,16531.0
Madrid-Usera,2020-01-12,208.958000873044,7048.03887191304,9849.0
Madrid-Puente de Vallecas,2020-01-12,220.13395385277,8301.64738543028,19497.0
Madrid-San Blas - Canillejas,2020-01-12,204.246816152572,5168.7723691366,8174.0
Madrid-Barajas,2020-01-12,228.828276637042,4321.17683113699,2115.0
Madrid-Moratalaz,2020-01-12,188.220365866554,5805.22364386169,5490.0
Madrid-Ciudad Lineal,2020-01-12,212.683323777996,5705.46133787058,12340.0
Madrid-Hortaleza,2020-01-12,232.215827873339,4428.57370594143,8334.0
Madrid-Villaverde,2020-01-12,227.599264162851,6931.37110093591,10324.0
Madrid-Villa de Vallecas,2020-01-12,171.249943369728,5749.105241698,6345.0
Madrid-Vicálvaro,2020-01-12,191.42472708105,5549.92994964697,4001.0
Pozuelo de Alarcón,2020-01-12,205.966073453519,4353.05824905695,3762.0
Alcorcón,2020-01-12,182.976177909145,4709.87719483444,8031.0
Navalcarnero,2020-01-12,255.990169977473,3679.43204314288,1078.0
San Agustín del Guadalix,2020-01-12,112.116002690784,4835.93691606249,647.0
Las Rozas de Madrid,2020-01-12,222.305717327322,3821.98843592794,3662.0
Moraleja de Enmedio,2020-01-12,311.526479750779,6035.82554517134,310.0
Valdaracete,2020-01-12,0.0,7553.36617405583,46.0
Pozuelo del Rey,2020-01-12,174.3679163034,2092.4149956408,24.0
Puebla de la Sierra,2020-01-12,0.0,0.0,
Perales de Tajuña,2020-01-12,34.0715502555366,5281.09028960818,155.0
Valdemorillo,2020-01-12,191.723917558715,3371.14555040741,422.0
Navalafuente,2020-01-12,69.0131124913734,3726.70807453416,54.0
Velilla de San Antonio,2020-01-12,261.52337365152,4396.86171951618,538.0
Villanueva de la Cañada,2020-01-12,270.45931452553,3898.34460247144,836.0
Villanueva del Pardillo,2020-01-12,395.80908032596,3812.57275902212,655.0
Nuevo Baztán,2020-01-12,207.138304652645,3871.89292543021,243.0
Villamantilla,2020-01-12,138.792505204719,3886.19014573213,56.0
Villamanta,2020-01-12,352.250489236791,4109.58904109589,105.0
Cabanillas de la Sierra,2020-01-12,0.0,5952.38095238095,45.0
Cenicientos,2020-01-12,98.3767830791933,4771.27397934088,97.0
Puentes Viejas,2020-01-12,147.275405007364,3240.058910162,22.0
Aranjuez,2020-01-12,167.765530894023,4603.48616773198,2744.0
Cercedilla,2020-01-12,113.862795331625,5109.59294050669,359.0
Santorcaz,2020-01-12,0.0,4288.93905191874,38.0
Coslada,2020-01-12,206.953135523689,5266.89607033957,4301.0
Morata de Tajuña,2020-01-12,91.1102433945074,6286.60679422101,483.0
Robregordo,2020-01-12,0.0,1724.13793103448,
Navarredonda y San Mamés,2020-01-12,0.0,5426.35658914729,7.0
Venturada,2020-01-12,416.088765603329,4669.44059177069,101.0
Navacerrada,2020-01-12,168.236877523553,3768.50605652759,112.0
Montejo de la Sierra,2020-01-12,0.0,5099.15014164306,18.0
Fresno de Torote,2020-01-12,135.074290859973,2791.53534443944,62.0
Pinilla del Valle,2020-01-12,0.0,523.560209424084,
Valdemaqueda,2020-01-12,256.081946222791,3072.9833546735,24.0
Navas del Rey,2020-01-12,171.350239890336,4900.61686086361,143.0
Olmeda de las Fuentes,2020-01-12,0.0,2873.5632183908,10.0
Bustarviejo,2020-01-12,39.9520575309628,1598.08230123851,40.0
Becerril de la Sierra,2020-01-12,52.5026251312566,3360.16800840042,192.0
Fuenlabrada,2020-01-12,239.02942694889,5694.37274135261,11030.0
Garganta de los Montes,2020-01-12,1152.73775216138,3458.21325648415,12.0
Pinto,2020-01-12,213.227734836081,4133.19118151011,2171.0
Alameda del Valle,2020-01-12,0.0,1000.0,
Berzosa del Lozoya,2020-01-12,1951.21951219512,24878.0487804878,51.0
Los Santos de la Humosa,2020-01-12,115.830115830116,3127.41312741313,81.0
El Álamo,2020-01-12,211.193241816262,4329.46145723337,410.0
Pelayos de la Presa,2020-01-12,154.083204930663,5046.2249614792,131.0
Galapagar,2020-01-12,275.620887914172,5195.30555390907,1753.0
Griñón,2020-01-12,184.126368834189,5756.37174144782,594.0
Gargantilla del Lozoya y Pinilla de Buitrago,2020-01-12,2215.18987341772,6962.0253164557,22.0
Aldea del Fresno,2020-01-12,140.944326990839,5179.70401691332,147.0
Carabaña,2020-01-12,99.502487562189,5472.6368159204,110.0
Talamanca de Jarama,2020-01-12,155.561317085818,4874.2546020223,188.0
Chapinería,2020-01-12,0.0,2663.23024054983,62.0
Ciempozuelos,2020-01-12,390.370852309694,4924.365647365,1211.0
Ajalvir,2020-01-12,84.8896434634975,2737.69100169779,129.0
San Lorenzo de El Escorial,2020-01-12,114.32304425935,3718.22091567314,683.0
Gascones,2020-01-12,0.0,1036.26943005181,
San Martín de la Vega,2020-01-12,182.576943140323,4324.4653103808,829.0
Móstoles,2020-01-12,269.619091326296,4863.6607006272,10174.0
Leganés,2020-01-12,181.185182844291,5165.35781440106,9807.0
Braojos,2020-01-12,0.0,6829.26829268293,14.0
Cubas de la Sagra,2020-01-12,810.852954935288,5675.97068454701,364.0
Algete,2020-01-12,223.181796128281,4909.99951482218,1012.0
Mejorada del Campo,2020-01-12,257.79840164991,4726.30403024835,1100.0
Loeches,2020-01-12,284.381754066659,4242.97577067455,373.0
Parla,2020-01-12,190.587439672927,6320.12541883127,8224.0
Fuentidueña de Tajo,2020-01-12,48.7092060399415,5942.52313687287,122.0
Ambite,2020-01-12,0.0,5574.32432432432,33.0
Torremocha de Jarama,2020-01-12,196.270853778214,3729.14622178606,38.0
Anchuelo,2020-01-12,157.3564122738,2832.4154209284,36.0
Los Molinos,2020-01-12,68.3526999316473,5513.78446115288,242.0
Soto del Real,2020-01-12,125.014206159791,2818.50210251165,248.0
Valverde de Alcalá,2020-01-12,0.0,3870.96774193548,18.0
Fuente el Saz de Jarama,2020-01-12,238.9486260454,5480.88410991637,367.0
Horcajo de la Sierra-Aoslos,2020-01-12,0.0,4137.93103448276,6.0
Valdeolmos-Alalpardo,2020-01-12,120.889748549323,3844.29400386847,159.0
Campo Real,2020-01-12,338.164251207729,5523.34943639291,343.0
Valdeavero,2020-01-12,128.700128700129,2123.55212355212,33.0
Villamanrique de Tajo,2020-01-12,0.0,3556.18776671408,25.0
Cobeña,2020-01-12,161.550888529887,4617.66289714593,343.0
Fresnedillas de la Oliva,2020-01-12,0.0,2862.59541984733,45.0
Valdilecha,2020-01-12,34.0947834981248,6205.25059665871,182.0
El Berrueco,2020-01-12,0.0,7236.84210526316,55.0
Pezuela de las Torres,2020-01-12,0.0,2731.59144893112,23.0
Villar del Olmo,2020-01-12,149.179512680259,3182.49627051218,64.0
Guadarrama,2020-01-12,162.175648702595,5420.40918163673,869.0
San Martín de Valdeiglesias,2020-01-12,260.078023407022,5402.52984986405,457.0
Torrelodones,2020-01-12,198.170088965721,4207.95210186786,998.0
Boadilla del Monte,2020-01-12,249.221183800623,3351.6584203775,1829.0
Torrejón de Velasco,2020-01-12,479.233226837061,4815.15289821999,211.0
Villanueva de Perales,2020-01-12,0.0,1791.4267434421,28.0
Tielmes,2020-01-12,37.7358490566038,7018.8679245283,186.0
San Sebastián de los Reyes,2020-01-12,268.82924862225,5158.16120793942,4605.0
Guadalix de la Sierra,2020-01-12,209.205020920502,4135.82233665916,257.0
Humanes de Madrid,2020-01-12,167.14784987084,6032.51785442942,1191.0
Chinchón,2020-01-12,337.647720877884,4426.93678484337,236.0
Cadalso de los Vidrios,2020-01-12,98.7166831194472,2796.97268838434,85.0
Hoyo de Manzanares,2020-01-12,367.55987668959,3604.45814560114,304.0
Torrejón de la Calzada,2020-01-12,811.541929666366,5353.92245266005,475.0
Estremera,2020-01-12,158.730158730159,3809.52380952381,48.0
Corpa,2020-01-12,140.252454417952,2384.29172510519,17.0
Meco,2020-01-12,83.8867528836071,3166.72492135617,453.0
Madarcos,2020-01-12,0.0,8333.33333333333,
Zarzalejo,2020-01-12,0.0,4644.14957780458,77.0
Arganda del Rey,2020-01-12,198.59538897615,4896.27904457564,2712.0
Collado Mediano,2020-01-12,215.579189422248,3434.89508479448,239.0
Daganzo de Arriba,2020-01-12,205.78147966683,3233.70896619304,330.0
Manzanares El Real,2020-01-12,203.619909502262,3959.27601809955,350.0
Buitrago del Lozoya,2020-01-12,636.942675159236,4989.38428874735,94.0
Valdelaguna,2020-01-12,533.617929562433,4162.21985058698,39.0
Valdepiélagos,2020-01-12,171.232876712329,4452.05479452055,26.0
Casarrubuelos,2020-01-12,423.50449973531,4790.89465325569,181.0
Miraflores de la Sierra,2020-01-12,98.2318271119843,3241.65029469548,198.0
Paracuellos de Jarama,2020-01-12,130.594799952511,3486.485416914,881.0
El Vellón,2020-01-12,51.0725229826353,4954.03472931563,97.0
Lozoya,2020-01-12,172.117039586919,2753.87263339071,16.0
Collado Villalba,2020-01-12,296.801143234033,5342.4205782126,3402.0
Colmenarejo,2020-01-12,284.775465498357,3614.4578313253,330.0
Villavieja del Lozoya,2020-01-12,0.0,4743.08300395257,12.0
Prádena del Rincón,2020-01-12,0.0,854.700854700855,
La Cabrera,2020-01-12,37.4953130858643,4799.40007499063,128.0
Sevilla la Nueva,2020-01-12,440.008585533376,4464.47735565572,416.0
La Acebeda,2020-01-12,0.0,0.0,
Redueña,2020-01-12,0.0,2307.69230769231,6.0
Robledillo de la Jara,2020-01-12,0.0,11250.0,9.0
La Serna del Monte,2020-01-12,0.0,6172.83950617284,5.0
Colmenar de Oreja,2020-01-12,323.705179282869,5117.03187250996,411.0
Rozas de Puerto Real,2020-01-12,188.679245283019,3962.2641509434,21.0
Valdemanco,2020-01-12,0.0,2297.59299781182,21.0
Brunete,2020-01-12,279.433681073025,3763.04023845007,404.0
Titulcia,2020-01-12,152.322924600152,2894.13556740289,38.0
Villa del Prado,2020-01-12,199.386503067485,7868.0981595092,513.0
Lozoyuela-Navas-Sieteiglesias,2020-01-12,230.94688221709,3695.15011547344,48.0
Quijorna,2020-01-12,668.799069496947,4390.81128234952,151.0
Valdemoro,2020-01-12,206.625166155587,3740.31033257439,2842.0
Tres Cantos,2020-01-12,220.024307447299,3371.61057793051,1609.0
Torrelaguna,2020-01-12,147.058823529412,5735.29411764706,273.0
Rivas-Vaciamadrid,2020-01-12,182.643221781055,4129.32501418037,3640.0
El Atazar,2020-01-12,0.0,1123.59550561798,
Pedrezuela,2020-01-12,84.8608282416836,3937.54243041412,232.0
Santa María de la Alameda,2020-01-12,79.7448165869219,2791.06858054226,35.0
Horcajuelo de la Sierra,2020-01-12,0.0,1162.79069767442,
Arroyomolinos,2020-01-12,159.255956172761,3226.52567206013,1013.0
Moralzarzal,2020-01-12,337.785966528481,4391.21756487026,572.0
Canencia,2020-01-12,0.0,5816.5548098434,26.0
Villarejo de Salvanés,2020-01-12,149.965916837082,5439.67280163599,399.0
Serranillos del Valle,2020-01-12,288.115246098439,4441.77671068427,185.0
Villaviciosa de Odón,2020-01-12,269.444943416562,3488.41386743309,971.0
Camarma de Esteruelas,2020-01-12,163.576881134133,2630.86150490731,193.0
Robledo de Chavela,2020-01-12,257.611241217799,3255.26932084309,139.0
Patones,2020-01-12,0.0,5175.60073937153,28.0
Navalagamella,2020-01-12,76.6283524904215,4482.75862068965,117.0
Rascafría,2020-01-12,120.192307692308,3365.38461538462,56.0
El Boalo,2020-01-12,426.212040490144,4888.11933937134,367.0
Majadahonda,2020-01-12,197.699997215493,5259.93372873333,3778.0
Batres,2020-01-12,0.0,2494.06175771971,42.0
Alcobendas,2020-01-12,245.215311004785,5986.84210526316,7007.0
Alcalá de Henares,2020-01-12,133.402164079551,4092.53305664736,8007.0
Colmenar Viejo,2020-01-12,228.562421185372,5085.51387137453,2581.0
San Fernando de Henares,2020-01-12,185.128829377156,4803.20551836072,1894.0
Villalbilla,2020-01-12,187.346879953884,2939.90488543018,408.0
El Escorial,2020-01-12,55.6861774532855,3625.78888751392,586.0
Colmenar del Arroyo,2020-01-12,115.942028985507,5913.04347826087,102.0
Torrejón de Ardoz,2020-01-12,132.44428206065,5270.36901717209,6924.0
Piñuécar-Gandullas,2020-01-12,0.0,2702.7027027027,5.0
Brea de Tajo,2020-01-12,0.0,8969.46564885496,47.0
El Molar,2020-01-12,100.693667487134,4206.75766390691,376.0
Belmonte de Tajo,2020-01-12,0.0,2584.13461538462,43.0
Torres de la Alameda,2020-01-12,77.1307365985345,4139.34953078802,322.0
Somosierra,2020-01-12,1162.79069767442,4651.16279069767,
Alpedrete,2020-01-12,343.053173241853,4631.21783876501,675.0
Orusco de Tajuña,2020-01-12,160.771704180064,5707.39549839228,71.0
La Hiruela,2020-01-12,0.0,3508.77192982456,
Cervera de Buitrago,2020-01-12,0.0,6666.66666666667,10.0
Getafe,2020-01-12,163.600074165367,4777.12216562872,8760.0
Ribatejada,2020-01-12,127.713920817369,2554.27841634738,20.0
Villaconejos,2020-01-12,118.063754427391,5667.06021251476,192.0
Valdetorres de Jarama,2020-01-12,266.844563042028,3046.47542806315,137.0
